Id,SalePrice,Neighborhood,Condition1,Utilities,LandContour,OverallQual,GarageQual,PoolQC,ProximityToITHub,PublicTransportAccessibility,SchoolProximity,HospitalProximity,AirQuality,NoisePollution,RegulatoryCompliance,LandAcquisitionComplexity,GrLivArea,GarageCars,BedroomAbvGr,FullBath,HalfBath,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Dist_to_Metro,Airport_Proximity,NRI_Investment_Ratio,RERA_Status,City,State,Local_Economy,JobMarket,GreenSpaces,Fence,FireplaceQu,ShoppingProximity,RestaurantProximity,Zoning,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,Functional,KitchenQual,KitchenAbvGr,PavedDrive,Street,Alley,LotShape,LotConfig,LandSlope,LotSize,BldgType,HouseStyle,OverallCond,SwimmingPool,CinemaHallProximity,PubProximity,HighSchoolProximity,IntermediateSchoolProximity,UGCollegeProximity,PGCollegeProximity
502,10445018,Anna Nagar,2 km from Metro,24/7,Not Flood-prone,Sobha,High,Good,Yes,Low,4,3,Good,Medium,Non-Compliant,Medium,1223,3,3,2,1,314,414,328,320,2,15,0.30130651428675126,Compliant,Bangalore,Maharashtra,Strong,Fair,No,No,Fair,2,1,Commercial,2018,2017,Asphalt Shingles,Vinyl,Wood,Stone,370,Excellent,Excellent,Slab,Good,Poor,BLQ,ALQ,Good,Yes,Upgraded,Functional,Good,1,No,Paved,Paved,Irregular,Corner,Gentle,11766,Townhouse,Two-story,2,No,2,2,4,4,1,4
503,13703766,Anna Nagar,2 km from Metro,24/7,Flood-prone,Tata,Low,Fair,Yes,Medium,2,3,Poor,High,Compliant,Low,1211,3,2,1,1,127,326,478,1782,1,29,0.32539029304188416,Compliant,Mumbai,Karnataka,Strong,Fair,Yes,Yes,Good,1,3,Mixed,2004,2005,Clay or Tile,Wood,Wood,Brick,898,Good,Fair,Slab,Fair,Poor,ALQ,BLQ,Good,Yes,Standard,Functional,Excellent,1,No,Gravel,Gravel,Regular,Corner,Severe,11130,Townhouse,Ranch,8,No,1,3,4,1,4,2
504,14989857,Bandra,2 km from Metro,24/7,Flood-prone,DLF,Low,Fair,Yes,Medium,4,2,Poor,Low,Compliant,Medium,2362,1,5,2,0,138,468,271,1636,3,15,0.44590351825208263,Compliant,Chennai,Maharashtra,Medium,Poor,Yes,Yes,Fair,1,3,Commercial,2012,2019,Asphalt Shingles,Vinyl,Wood,Brick,705,Excellent,Fair,Poured Concrete,Good,Good,BLQ,GLQ,Good,No,Standard,Typical,Fair,1,Yes,Gravel,Paved,Irregular,Corner,Moderate,10834,Single-family,Ranch,2,No,3,4,4,3,1,4
505,10234008,Koramangala,2 km from Metro,Tanker-dependent,Not Flood-prone,Tata,Medium,Excellent,No,Low,2,5,Poor,High,Compliant,Low,1467,3,5,3,0,112,48,245,1834,1,11,0.28209372544767897,Compliant,Bangalore,Maharashtra,Medium,Fair,No,Yes,Fair,2,3,Mixed,2022,2003,Clay or Tile,Vinyl,Wood,Stone,947,Excellent,Good,Poured Concrete,Fair,Good,GLQ,GLQ,Excellent,No,Standard,Typical,Good,2,No,Paved,Paved,Regular,Corner,Gentle,11634,Townhouse,Two-story,3,No,1,1,1,1,1,2
506,6399186,Koramangala,1 km from Metro,24/7,Flood-prone,Tata,High,Excellent,Yes,Low,2,3,Fair,High,Non-Compliant,High,1595,1,2,1,0,714,265,154,825,1,25,0.41666795056236305,Compliant,Chennai,Tamil Nadu,Weak,Fair,Yes,No,Good,4,4,Commercial,2007,2009,Asphalt Shingles,Vinyl,Vinyl,Stone,652,Excellent,Fair,Crawl Space,Good,Poor,BLQ,ALQ,Fair,No,Standard,Functional,Excellent,2,No,Gravel,Paved,Irregular,Corner,Moderate,6553,Townhouse,Two-story,8,No,1,3,3,2,2,2
507,11113816,Koramangala,1 km from Metro,Tanker-dependent,Flood-prone,Tata,High,Excellent,Yes,Medium,1,3,Fair,Medium,Compliant,Low,2000,3,3,3,0,116,139,97,617,4,22,0.35296653793857724,Non-Compliant,Delhi,Maharashtra,Medium,Fair,Yes,No,Fair,4,4,Mixed,2000,2003,Asphalt Shingles,Vinyl,Wood,Stone,699,Good,Fair,Crawl Space,Good,Average,BLQ,ALQ,Excellent,Yes,Upgraded,Functional,Excellent,1,Yes,Paved,Paved,Regular,Corner,Severe,14114,Townhouse,Two-story,1,No,4,4,4,2,1,3
508,7721193,Gurgaon,Adjacent to Metro,24/7,Flood-prone,DLF,Medium,Fair,Yes,Low,2,4,Poor,High,Non-Compliant,Medium,2741,3,5,3,0,370,479,465,218,2,22,0.35950357352534235,Non-Compliant,Delhi,Tamil Nadu,Strong,Poor,No,No,Fair,4,3,Commercial,2022,2015,Clay or Tile,Vinyl,Wood,Stone,628,Excellent,Fair,Slab,Excellent,Average,GLQ,BLQ,Good,Yes,Standard,Typical,Good,2,Yes,Gravel,Gravel,Regular,Inside,Gentle,13954,Single-family,Two-story,2,No,2,4,2,4,1,4
509,14213077,Anna Nagar,Adjacent to Metro,24/7,Not Flood-prone,DLF,Medium,Fair,No,Medium,2,5,Good,Low,Compliant,Low,2065,1,2,1,0,415,145,499,1740,3,17,0.15069851967861878,Compliant,Delhi,Tamil Nadu,Medium,Fair,Yes,No,Good,1,2,Residential,2009,2008,Clay or Tile,Vinyl,Vinyl,None,897,Good,Excellent,Slab,Excellent,Good,ALQ,ALQ,Fair,No,Standard,Functional,Good,2,No,Paved,Paved,Regular,Corner,Severe,9158,Townhouse,Ranch,3,Yes,3,1,3,4,3,2
510,9742986,Bandra,2 km from Metro,Tanker-dependent,Flood-prone,Local Builder,Low,Fair,Yes,Low,2,5,Good,Medium,Compliant,Low,2139,3,4,2,0,166,177,17,975,1,19,0.3105553832864385,Compliant,Chennai,Delhi,Strong,Fair,Yes,No,Fair,3,1,Residential,2017,2013,Asphalt Shingles,Wood,Wood,Stone,401,Excellent,Excellent,Crawl Space,Fair,Good,BLQ,BLQ,Excellent,No,Standard,Typical,Good,1,Yes,Paved,Paved,Regular,Corner,Severe,6012,Single-family,Ranch,7,No,4,3,4,2,4,1
511,13880621,Bandra,Adjacent to Metro,Tanker-dependent,Flood-prone,Sobha,Low,Good,No,High,2,4,Good,High,Compliant,High,2738,2,4,3,1,612,45,431,1902,2,25,0.39943828021529326,Compliant,Chennai,Delhi,Medium,Poor,No,Yes,Excellent,3,3,Commercial,2003,2002,Slate,Vinyl,Vinyl,Stone,84,Excellent,Excellent,Crawl Space,Fair,Poor,BLQ,GLQ,Good,No,Standard,Typical,Excellent,2,Yes,Gravel,Paved,Irregular,Corner,Severe,13864,Townhouse,Two-story,4,Yes,1,2,2,3,4,2
512,11581317,Anna Nagar,Adjacent to Metro,24/7,Not Flood-prone,Local Builder,High,Excellent,No,Medium,4,3,Poor,Low,Compliant,Low,2029,1,3,1,1,717,234,309,1981,1,20,0.26933719923129174,Compliant,Bangalore,Maharashtra,Strong,Good,Yes,No,Good,1,3,Commercial,2014,2014,Clay or Tile,Wood,Metal,None,768,Fair,Good,Slab,Good,Good,GLQ,BLQ,Good,No,Standard,Typical,Good,2,No,Paved,Gravel,Regular,Corner,Severe,7964,Single-family,Ranch,6,No,3,3,3,2,4,4
513,13731511,Anna Nagar,2 km from Metro,Tanker-dependent,Not Flood-prone,Tata,High,Good,No,High,3,4,Good,Low,Non-Compliant,High,2556,3,2,1,1,865,422,291,884,4,28,0.23096637850021612,Non-Compliant,Delhi,Delhi,Strong,Good,Yes,Yes,Fair,4,4,Residential,2003,2003,Slate,Metal,Vinyl,None,854,Excellent,Good,Poured Concrete,Excellent,Poor,ALQ,ALQ,Good,No,Upgraded,Functional,Fair,2,No,Paved,Paved,Regular,Corner,Moderate,10474,Townhouse,Two-story,1,Yes,1,1,4,2,4,2
514,11763287,Anna Nagar,2 km from Metro,Tanker-dependent,Flood-prone,Tata,Low,Fair,Yes,High,3,4,Good,Low,Non-Compliant,High,1590,3,5,3,1,982,266,308,1445,2,14,0.24138643516881683,Non-Compliant,Chennai,Delhi,Weak,Poor,No,No,Excellent,4,4,Commercial,2012,2017,Asphalt Shingles,Wood,Vinyl,None,754,Good,Good,Slab,Excellent,Average,ALQ,ALQ,Excellent,Yes,Upgraded,Typical,Good,2,Yes,Paved,Gravel,Irregular,Inside,Moderate,7722,Townhouse,Two-story,7,Yes,4,4,1,4,4,4
515,7214595,Koramangala,2 km from Metro,Tanker-dependent,Flood-prone,DLF,High,Excellent,No,Medium,4,4,Good,Low,Compliant,Medium,1262,2,4,3,1,528,370,224,809,2,16,0.1644285369507149,Compliant,Delhi,Tamil Nadu,Medium,Fair,Yes,Yes,Excellent,4,1,Residential,2019,2014,Asphalt Shingles,Wood,Metal,None,450,Fair,Good,Crawl Space,Fair,Good,GLQ,ALQ,Fair,No,Upgraded,Functional,Fair,2,Yes,Gravel,Gravel,Regular,Cul-de-sac,Moderate,10830,Single-family,Two-story,8,No,2,2,4,3,1,1
516,6789869,Bandra,2 km from Metro,24/7,Flood-prone,DLF,Medium,Excellent,No,Medium,4,2,Good,Low,Non-Compliant,High,2259,2,5,2,0,255,104,201,436,4,12,0.17082996432713304,Non-Compliant,Chennai,Karnataka,Weak,Poor,Yes,Yes,Excellent,4,3,Mixed,2018,2000,Asphalt Shingles,Metal,Metal,Stone,773,Good,Fair,Poured Concrete,Excellent,Average,GLQ,GLQ,Good,No,Upgraded,Functional,Excellent,1,Yes,Paved,Gravel,Regular,Cul-de-sac,Moderate,5809,Townhouse,Ranch,8,Yes,4,1,4,2,4,1
517,12877320,Anna Nagar,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Sobha,Medium,Excellent,No,High,2,3,Fair,High,Compliant,Low,2678,2,4,3,1,744,360,236,1547,3,16,0.33496378465286974,Non-Compliant,Chennai,Karnataka,Strong,Fair,No,Yes,Excellent,3,3,Mixed,2011,2009,Asphalt Shingles,Metal,Wood,Stone,616,Good,Fair,Poured Concrete,Fair,Poor,GLQ,GLQ,Fair,No,Upgraded,Functional,Excellent,2,No,Paved,Paved,Irregular,Corner,Moderate,14670,Townhouse,Ranch,4,Yes,4,2,4,1,3,4
518,6076318,Gurgaon,Adjacent to Metro,24/7,Flood-prone,Tata,High,Good,Yes,Medium,2,4,Fair,Medium,Compliant,High,1286,2,2,1,1,592,5,464,1739,1,25,0.37504473001865557,Compliant,Mumbai,Delhi,Strong,Fair,Yes,No,Good,3,3,Commercial,2010,2012,Slate,Metal,Metal,Stone,575,Good,Fair,Slab,Good,Good,BLQ,BLQ,Good,Yes,Standard,Typical,Good,1,Yes,Gravel,Gravel,Irregular,Inside,Gentle,7111,Single-family,Ranch,4,No,1,3,2,2,1,4
519,9074886,Bandra,2 km from Metro,Tanker-dependent,Not Flood-prone,DLF,High,Good,Yes,High,1,5,Poor,Low,Non-Compliant,Low,2394,3,5,2,1,897,371,197,1138,2,18,0.3821157027716263,Compliant,Bangalore,Karnataka,Weak,Good,Yes,No,Excellent,1,4,Mixed,2008,2021,Asphalt Shingles,Vinyl,Vinyl,Stone,85,Good,Excellent,Slab,Fair,Average,GLQ,GLQ,Excellent,No,Standard,Functional,Good,2,No,Gravel,Gravel,Irregular,Inside,Gentle,11440,Townhouse,Ranch,7,No,4,3,2,3,2,3
520,13712361,Gurgaon,Adjacent to Metro,24/7,Flood-prone,Tata,Low,Good,Yes,High,2,3,Fair,Low,Non-Compliant,Low,1157,2,5,1,1,4,57,177,1866,1,18,0.3003120838421365,Non-Compliant,Delhi,Delhi,Medium,Good,No,Yes,Good,3,3,Mixed,2016,2014,Clay or Tile,Metal,Vinyl,None,171,Fair,Excellent,Poured Concrete,Excellent,Poor,BLQ,BLQ,Good,Yes,Standard,Functional,Excellent,2,No,Paved,Paved,Irregular,Cul-de-sac,Gentle,11403,Single-family,Ranch,2,Yes,3,3,2,3,4,4
521,10379196,Bandra,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Tata,Low,Fair,No,High,1,4,Fair,High,Compliant,Medium,1640,1,2,1,1,372,84,495,665,2,11,0.44033907805972883,Non-Compliant,Chennai,Delhi,Weak,Good,No,Yes,Fair,4,4,Residential,2016,2005,Clay or Tile,Wood,Metal,Stone,741,Fair,Excellent,Slab,Fair,Good,ALQ,GLQ,Good,No,Upgraded,Functional,Fair,2,No,Gravel,Paved,Irregular,Cul-de-sac,Gentle,11676,Single-family,Ranch,5,Yes,4,4,4,3,2,2
522,14191616,Anna Nagar,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Local Builder,Medium,Good,No,Low,1,5,Poor,Medium,Non-Compliant,Medium,2353,3,2,2,0,528,458,91,125,4,12,0.17459664638933342,Compliant,Delhi,Delhi,Strong,Good,Yes,No,Good,2,3,Commercial,2005,2000,Asphalt Shingles,Wood,Wood,Stone,338,Excellent,Good,Poured Concrete,Fair,Average,ALQ,ALQ,Good,Yes,Upgraded,Typical,Fair,1,Yes,Gravel,Paved,Regular,Cul-de-sac,Gentle,5434,Townhouse,Two-story,7,Yes,1,3,2,2,4,1
523,9867598,Anna Nagar,2 km from Metro,Tanker-dependent,Flood-prone,DLF,Low,Fair,No,Medium,1,3,Poor,High,Compliant,High,2149,1,5,3,0,656,16,191,1237,4,13,0.10099129750208782,Compliant,Delhi,Tamil Nadu,Strong,Poor,Yes,No,Good,1,2,Commercial,2019,2005,Clay or Tile,Wood,Wood,None,107,Good,Good,Crawl Space,Excellent,Poor,ALQ,ALQ,Good,Yes,Upgraded,Typical,Fair,1,Yes,Paved,Paved,Regular,Inside,Moderate,14007,Townhouse,Ranch,6,Yes,1,4,3,1,3,4
524,7373552,Gurgaon,2 km from Metro,Tanker-dependent,Not Flood-prone,Local Builder,Medium,Excellent,No,Medium,4,2,Good,Low,Compliant,High,1344,1,2,2,0,992,89,151,333,1,18,0.34771458815597023,Compliant,Bangalore,Karnataka,Medium,Poor,Yes,Yes,Good,3,2,Mixed,2007,2002,Slate,Wood,Metal,Stone,742,Fair,Fair,Crawl Space,Good,Poor,BLQ,BLQ,Excellent,No,Upgraded,Typical,Good,2,No,Gravel,Gravel,Regular,Corner,Gentle,8121,Townhouse,Ranch,6,No,4,3,1,3,3,4
525,11358427,Koramangala,Adjacent to Metro,24/7,Not Flood-prone,Tata,High,Good,No,High,4,2,Fair,High,Compliant,Low,1325,1,5,2,0,433,65,249,1635,3,15,0.4097044605455219,Compliant,Chennai,Tamil Nadu,Medium,Poor,No,No,Good,3,3,Commercial,2011,2023,Slate,Vinyl,Metal,Brick,933,Good,Good,Poured Concrete,Good,Average,ALQ,ALQ,Good,Yes,Standard,Typical,Excellent,1,No,Paved,Gravel,Irregular,Inside,Gentle,10421,Townhouse,Ranch,8,Yes,3,2,4,3,3,2
526,11298004,Koramangala,1 km from Metro,24/7,Not Flood-prone,Sobha,Medium,Excellent,No,High,3,3,Poor,Medium,Non-Compliant,Medium,2812,1,5,3,0,715,366,116,503,2,21,0.40626188915735706,Compliant,Bangalore,Karnataka,Strong,Poor,No,Yes,Fair,3,3,Mixed,2016,2022,Clay or Tile,Vinyl,Vinyl,Brick,1,Good,Good,Slab,Fair,Good,ALQ,ALQ,Good,No,Upgraded,Typical,Good,2,Yes,Paved,Gravel,Regular,Inside,Moderate,10065,Townhouse,Ranch,2,No,4,2,4,3,2,1
527,13454479,Koramangala,1 km from Metro,24/7,Flood-prone,DLF,High,Excellent,Yes,Low,2,2,Fair,Medium,Compliant,Low,2365,2,5,3,0,424,499,225,788,2,14,0.16334929326271608,Non-Compliant,Mumbai,Karnataka,Weak,Poor,No,Yes,Fair,3,2,Commercial,2001,2021,Slate,Wood,Wood,None,804,Good,Excellent,Poured Concrete,Fair,Average,ALQ,GLQ,Good,Yes,Standard,Functional,Fair,1,No,Paved,Gravel,Regular,Cul-de-sac,Gentle,12417,Townhouse,Two-story,7,No,3,2,1,4,2,4
528,11776404,Koramangala,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Tata,Medium,Excellent,No,Low,4,5,Good,High,Non-Compliant,High,1061,3,2,2,1,831,435,2,1868,2,14,0.42224159159539043,Compliant,Bangalore,Karnataka,Strong,Good,No,Yes,Excellent,4,3,Mixed,2018,2022,Asphalt Shingles,Metal,Vinyl,Stone,832,Fair,Excellent,Poured Concrete,Good,Poor,GLQ,ALQ,Fair,Yes,Standard,Functional,Excellent,1,No,Paved,Paved,Irregular,Cul-de-sac,Severe,9928,Townhouse,Two-story,8,Yes,2,3,2,4,4,4
529,8103390,Anna Nagar,1 km from Metro,24/7,Flood-prone,Tata,Low,Fair,Yes,Low,3,2,Poor,High,Non-Compliant,High,2121,3,4,2,0,964,7,467,31,1,16,0.1567201895989745,Compliant,Mumbai,Maharashtra,Strong,Good,Yes,No,Good,4,1,Residential,2002,2008,Clay or Tile,Vinyl,Vinyl,None,709,Fair,Good,Crawl Space,Excellent,Poor,BLQ,BLQ,Good,No,Upgraded,Functional,Excellent,1,Yes,Gravel,Gravel,Regular,Corner,Severe,7238,Townhouse,Ranch,8,No,3,2,4,4,3,2
530,9526218,Gurgaon,1 km from Metro,24/7,Flood-prone,Tata,High,Excellent,No,High,3,5,Good,Low,Compliant,High,1966,1,4,1,0,324,354,142,38,1,13,0.28189303235081054,Non-Compliant,Delhi,Karnataka,Strong,Good,No,Yes,Excellent,2,4,Residential,2008,2023,Slate,Wood,Metal,Brick,662,Good,Good,Poured Concrete,Excellent,Good,BLQ,ALQ,Good,No,Upgraded,Functional,Good,1,No,Paved,Gravel,Regular,Corner,Severe,7269,Single-family,Ranch,6,Yes,2,2,1,1,3,4
531,13563568,Bandra,Adjacent to Metro,24/7,Flood-prone,DLF,High,Fair,Yes,Medium,3,2,Poor,Medium,Non-Compliant,High,2543,1,5,1,0,372,207,352,1580,2,24,0.4865131862555343,Non-Compliant,Delhi,Karnataka,Weak,Fair,No,No,Fair,4,2,Commercial,2022,2006,Clay or Tile,Wood,Metal,Stone,905,Fair,Excellent,Crawl Space,Fair,Good,GLQ,ALQ,Good,Yes,Standard,Functional,Good,1,No,Gravel,Paved,Irregular,Corner,Gentle,6286,Townhouse,Two-story,9,No,4,1,2,4,3,3
532,9576192,Anna Nagar,Adjacent to Metro,24/7,Not Flood-prone,Local Builder,Low,Good,Yes,High,1,2,Good,High,Non-Compliant,High,1000,1,3,1,1,302,330,422,1340,2,14,0.2174671714345837,Non-Compliant,Mumbai,Tamil Nadu,Weak,Fair,No,Yes,Fair,3,4,Residential,2007,2021,Slate,Wood,Metal,None,73,Fair,Fair,Slab,Fair,Good,GLQ,BLQ,Excellent,Yes,Standard,Typical,Excellent,2,No,Paved,Paved,Regular,Corner,Severe,5882,Single-family,Ranch,8,No,3,2,4,2,1,1
533,7256521,Gurgaon,Adjacent to Metro,24/7,Flood-prone,Local Builder,High,Good,Yes,Low,3,4,Fair,Medium,Compliant,Low,2577,1,2,3,0,393,109,228,1678,1,13,0.1427555340705692,Compliant,Delhi,Maharashtra,Weak,Fair,Yes,No,Fair,2,1,Commercial,2011,2021,Clay or Tile,Vinyl,Metal,Brick,77,Fair,Fair,Slab,Excellent,Poor,GLQ,BLQ,Good,No,Standard,Typical,Excellent,2,Yes,Paved,Paved,Regular,Cul-de-sac,Gentle,5787,Single-family,Ranch,5,No,4,1,2,3,1,4
534,12692345,Koramangala,1 km from Metro,24/7,Not Flood-prone,DLF,Medium,Good,Yes,High,4,4,Good,Low,Compliant,Medium,1272,2,3,3,0,782,43,344,1212,1,18,0.10039907220463129,Compliant,Mumbai,Karnataka,Strong,Poor,No,Yes,Excellent,4,2,Mixed,2016,2010,Clay or Tile,Metal,Vinyl,Stone,230,Good,Excellent,Slab,Excellent,Poor,BLQ,ALQ,Fair,No,Upgraded,Functional,Fair,2,No,Gravel,Paved,Regular,Cul-de-sac,Gentle,6058,Single-family,Ranch,9,Yes,2,4,4,4,1,1
535,13110125,Bandra,2 km from Metro,24/7,Flood-prone,Tata,Medium,Fair,No,Medium,1,2,Good,High,Compliant,High,1878,1,2,3,0,134,233,197,175,4,11,0.14587524112365774,Non-Compliant,Chennai,Maharashtra,Medium,Poor,Yes,No,Fair,3,4,Residential,2018,2021,Asphalt Shingles,Vinyl,Vinyl,None,54,Good,Good,Slab,Excellent,Poor,ALQ,BLQ,Excellent,No,Standard,Functional,Good,1,No,Gravel,Gravel,Regular,Cul-de-sac,Gentle,12895,Townhouse,Two-story,6,Yes,1,3,4,2,1,4
536,6983877,Gurgaon,1 km from Metro,24/7,Not Flood-prone,Tata,Low,Fair,Yes,Low,1,2,Poor,Low,Compliant,Medium,2396,3,2,3,1,220,324,298,261,4,13,0.3638363920311546,Non-Compliant,Delhi,Karnataka,Strong,Good,Yes,No,Fair,1,4,Residential,2000,2005,Asphalt Shingles,Metal,Wood,Brick,195,Fair,Excellent,Poured Concrete,Good,Average,GLQ,GLQ,Good,Yes,Standard,Functional,Excellent,2,No,Gravel,Gravel,Irregular,Inside,Severe,8018,Townhouse,Two-story,3,No,2,2,3,3,1,3
537,13660427,Bandra,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Tata,High,Fair,Yes,Low,3,2,Poor,High,Non-Compliant,Medium,2948,1,4,1,1,100,422,3,351,4,15,0.10260978332996601,Non-Compliant,Chennai,Karnataka,Strong,Good,Yes,Yes,Excellent,4,3,Commercial,2008,2005,Slate,Metal,Metal,Stone,981,Fair,Fair,Crawl Space,Excellent,Good,GLQ,BLQ,Fair,Yes,Standard,Functional,Excellent,2,No,Paved,Paved,Irregular,Inside,Gentle,6201,Single-family,Two-story,5,No,4,4,1,1,3,3
538,11502305,Gurgaon,1 km from Metro,24/7,Flood-prone,Tata,Low,Good,Yes,High,4,4,Fair,Low,Non-Compliant,High,1134,3,3,1,1,433,106,53,479,3,15,0.12517935285813772,Compliant,Bangalore,Tamil Nadu,Weak,Poor,Yes,Yes,Excellent,2,2,Residential,2023,2004,Slate,Metal,Vinyl,None,901,Excellent,Excellent,Slab,Excellent,Average,GLQ,GLQ,Fair,No,Standard,Typical,Excellent,2,No,Paved,Paved,Regular,Corner,Severe,14920,Townhouse,Ranch,9,No,1,3,2,4,1,1
539,7727058,Gurgaon,Adjacent to Metro,24/7,Not Flood-prone,Local Builder,Medium,Good,Yes,High,1,4,Good,Medium,Compliant,Medium,1762,1,3,2,1,372,82,423,160,3,17,0.26359808200182133,Compliant,Chennai,Karnataka,Weak,Good,No,No,Fair,2,3,Residential,2013,2020,Asphalt Shingles,Metal,Wood,None,736,Excellent,Fair,Poured Concrete,Good,Poor,BLQ,BLQ,Fair,Yes,Standard,Typical,Good,1,No,Paved,Gravel,Regular,Corner,Moderate,8241,Townhouse,Ranch,5,Yes,4,2,3,1,4,2
540,8212193,Bandra,2 km from Metro,Tanker-dependent,Not Flood-prone,Local Builder,Medium,Excellent,No,High,4,4,Good,Low,Compliant,Low,2276,1,5,2,1,620,159,466,744,4,22,0.33786404275263104,Non-Compliant,Bangalore,Tamil Nadu,Medium,Good,Yes,No,Fair,2,1,Residential,2014,2005,Slate,Metal,Wood,Brick,103,Good,Excellent,Slab,Fair,Poor,BLQ,BLQ,Good,No,Standard,Functional,Excellent,1,Yes,Gravel,Paved,Irregular,Corner,Gentle,6508,Townhouse,Two-story,7,No,2,4,2,2,3,3
541,8256922,Koramangala,Adjacent to Metro,Tanker-dependent,Flood-prone,Local Builder,High,Excellent,No,Low,4,2,Poor,Low,Non-Compliant,Medium,1100,2,4,3,0,180,58,132,926,4,25,0.30951253825159175,Non-Compliant,Mumbai,Maharashtra,Weak,Poor,Yes,Yes,Fair,2,3,Residential,2014,2021,Clay or Tile,Metal,Vinyl,None,604,Excellent,Fair,Poured Concrete,Excellent,Good,ALQ,GLQ,Excellent,No,Standard,Typical,Excellent,2,Yes,Gravel,Gravel,Regular,Corner,Moderate,10046,Townhouse,Ranch,1,Yes,4,3,1,1,2,3
542,10517870,Anna Nagar,1 km from Metro,24/7,Not Flood-prone,Sobha,Medium,Excellent,Yes,High,2,4,Fair,Low,Compliant,High,2182,1,3,3,0,256,181,319,520,2,18,0.37683880384466306,Non-Compliant,Mumbai,Tamil Nadu,Weak,Poor,No,No,Good,3,3,Commercial,2021,2017,Asphalt Shingles,Metal,Vinyl,Stone,931,Excellent,Good,Crawl Space,Excellent,Average,ALQ,BLQ,Good,No,Upgraded,Functional,Fair,1,Yes,Paved,Gravel,Regular,Inside,Moderate,13654,Townhouse,Two-story,7,No,2,1,3,2,2,4
543,8769518,Gurgaon,1 km from Metro,Tanker-dependent,Flood-prone,Sobha,Medium,Fair,Yes,Low,4,5,Poor,High,Non-Compliant,Low,2591,2,4,3,0,122,1,77,672,1,18,0.38341690632484005,Non-Compliant,Bangalore,Tamil Nadu,Strong,Poor,Yes,No,Fair,2,2,Residential,2007,2008,Asphalt Shingles,Metal,Metal,Brick,509,Fair,Fair,Crawl Space,Excellent,Poor,BLQ,BLQ,Fair,Yes,Upgraded,Typical,Good,2,Yes,Gravel,Gravel,Irregular,Inside,Severe,12418,Single-family,Two-story,4,Yes,2,4,4,3,1,4
544,12288765,Bandra,1 km from Metro,24/7,Flood-prone,Sobha,High,Good,No,Low,2,4,Poor,High,Non-Compliant,Low,1408,2,3,3,1,237,415,53,1145,4,20,0.26725705719176635,Non-Compliant,Chennai,Delhi,Weak,Good,Yes,Yes,Fair,2,2,Commercial,2013,2001,Asphalt Shingles,Metal,Metal,None,415,Good,Excellent,Slab,Fair,Good,ALQ,GLQ,Excellent,No,Standard,Functional,Good,1,Yes,Paved,Gravel,Regular,Corner,Severe,6956,Townhouse,Ranch,5,Yes,1,2,3,4,3,4
545,13178293,Gurgaon,1 km from Metro,Tanker-dependent,Flood-prone,Tata,High,Good,No,Low,2,4,Poor,Medium,Non-Compliant,High,2747,2,5,2,0,186,100,399,154,3,24,0.3017323462227197,Non-Compliant,Delhi,Karnataka,Medium,Poor,No,No,Fair,2,3,Mixed,2020,2004,Asphalt Shingles,Vinyl,Vinyl,Brick,529,Excellent,Excellent,Slab,Excellent,Poor,GLQ,GLQ,Fair,Yes,Upgraded,Functional,Excellent,1,No,Paved,Gravel,Regular,Corner,Moderate,6698,Single-family,Ranch,9,Yes,4,2,4,4,2,1
546,8691079,Bandra,Adjacent to Metro,Tanker-dependent,Flood-prone,Local Builder,Medium,Good,Yes,Low,3,2,Fair,Medium,Non-Compliant,Low,2498,2,4,1,0,976,98,1,277,2,22,0.24825995571475518,Non-Compliant,Chennai,Maharashtra,Weak,Good,No,Yes,Fair,1,3,Commercial,2005,2018,Asphalt Shingles,Metal,Wood,None,450,Good,Fair,Crawl Space,Fair,Poor,BLQ,ALQ,Good,Yes,Standard,Typical,Fair,2,No,Gravel,Paved,Irregular,Corner,Gentle,7318,Single-family,Two-story,5,No,4,4,2,4,3,1
547,14492075,Gurgaon,2 km from Metro,24/7,Not Flood-prone,DLF,Low,Good,No,High,3,3,Fair,Low,Compliant,High,1093,1,3,3,1,883,80,360,574,3,12,0.32259871780069027,Compliant,Chennai,Delhi,Medium,Good,Yes,Yes,Good,4,2,Mixed,2004,2021,Clay or Tile,Wood,Vinyl,Stone,557,Fair,Fair,Crawl Space,Excellent,Good,GLQ,GLQ,Fair,Yes,Upgraded,Functional,Excellent,2,Yes,Gravel,Paved,Irregular,Cul-de-sac,Moderate,8054,Single-family,Ranch,8,Yes,2,1,3,4,3,3
